niveau;code;libelle
4;29.10;Construction de véhicules automobiles
4;29.20;Fabrication de carrosseries et remorques
4;29.31;Fabrication d'équipements électriques et électroniques automobiles
4;29.32;Fabrication d'autres équipements automobiles
4;30.11;Construction de navires et de structures flottantes
4;30.12;Construction de bateaux de plaisance
4;30.20;Construction de locomotives et d'autre matériel ferroviaire roulant
4;30.30;Construction aéronautique et spatiale
4;30.40;Construction de véhicules militaires de combat
4;30.91;Fabrication de motocycles
4;30.92;Fabrication de bicyclettes et de véhicules pour invalides
4;30.99;Fabrication d'autres équipements de transport n.c.a.
4;31.01;Fabrication de meubles de bureau et de magasin
4;31.02;Fabrication de meubles de cuisine
4;31.03;Fabrication de matelas
4;31.09;Fabrication d'autres meubles
4;32.11;Frappe de monnaie
4;32.12;Fabrication d'articles de joaillerie et bijouterie
4;32.13;Fabrication d'articles de bijouterie fantaisie et articles similaires
4;32.20;Fabrication d'instruments de musique
4;32.30;Fabrication d'articles de sport
4;32.40;Fabrication de jeux et jouets
4;32.50;Fabrication d'instruments et de fournitures à usage médical et dentaire
4;32.91;Fabrication d'articles de brosserie
4;32.99;Autres activités manufacturières n.c.a.
4;33.11;Réparation d'ouvrages en métaux
4;33.12;Réparation de machines et équipements mécaniques
4;33.13;Réparation de matériels électroniques et optiques
4;33.14;Réparation d'équipements électriques
4;33.15;Réparation et maintenance navale
4;33.16;Réparation et maintenance d'aéronefs et d'engins spatiaux
4;33.17;Réparation et maintenance d'autres équipements de transport
4;33.19;Réparation d'autres équipements
4;33.20;Installation de machines et d'équipements industriels
4;35.11;Production d'électricité
4;35.12;Transport d'électricité
4;35.13;Distribution d'électricité
4;35.14;Commerce d'électricité
4;35.21;Production de combustibles gazeux
4;35.22;Distribution de combustibles gazeux par conduites
4;35.23;Commerce de combustibles gazeux par conduites
4;35.30;Production et distribution de vapeur et d'air conditionné
4;36.00;Captage, traitement et distribution d'eau
4;37.00;Collecte et traitement des eaux usées
4;38.11;Collecte des déchets non dangereux
4;38.12;Collecte des déchets dangereux
4;38.21;Traitement et élimination des déchets non dangereux
4;38.22;Traitement et élimination des déchets dangereux
4;38.31;Démantèlement d'épaves
4;38.32;Récupération de déchets triés
4;39.00;Dépollution et autres services de gestion des déchets
4;41.10;Promotion immobilière
4;41.20;Construction de bâtiments résidentiels et non résidentiels
4;42.11;Construction de routes et autoroutes
4;42.12;Construction de voies ferrées de surface et souterraines
4;42.13;Construction de ponts et tunnels
4;42.21;Construction de réseaux pour fluides
4;42.22;Construction de réseaux électriques et de télécommunications
4;42.91;Construction d'ouvrages maritimes et fluviaux
4;42.99;Construction d'autres ouvrages de génie civil n.c.a.
4;43.11;Travaux de démolition
4;43.12;Travaux de préparation des sites
4;43.13;Forages et sondages
4;43.21;Installation électrique
4;43.22;Travaux de plomberie et installation de chauffage et de conditionnement d'air
4;43.29;Autres travaux d'installation
4;43.31;Travaux de plâtrerie
4;43.32;Travaux de menuiserie
4;43.33;Travaux de revêtement des sols et des murs
4;43.34;Travaux de peinture et vitrerie
4;43.39;Autres travaux de finition
4;43.91;Travaux de couverture
4;43.99;Autres travaux de construction spécialisés n.c.a.
4;45.11;Commerce de voitures et de véhicules automobiles légers
4;45.19;Commerce d'autres véhicules automobiles
4;45.20;Entretien et réparation de véhicules automobiles
4;45.31;Commerce de gros d'équipements automobiles
4;45.32;Commerce de détail d'équipements automobiles
4;45.40;Commerce et réparation de motocycles
4;46.11;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis
4;46.12;Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
4;46.13;Intermédiaires du commerce en bois et matériaux de construction
4;46.14;Intermédiaires du commerce en machines, équipements industriels, navires et avions
4;46.15;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
4;46.16;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
4;46.17;Intermédiaires du commerce en denrées, boissons et tabac
4;46.18;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
4;46.19;Intermédiaires du commerce en produits divers
4;46.21;Commerce de gros de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
4;46.22;Commerce de gros de fleurs et plantes
4;46.23;Commerce de gros d'animaux vivants
4;46.24;Commerce de gros de cuirs et peaux
4;46.31;Commerce de gros de fruits et légumes
4;46.32;Commerce de gros de viandes et de produits à base de viande
4;46.33;Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles
4;46.34;Commerce de gros de boissons
4;46.35;Commerce de gros de produits à base de tabac
4;46.36;Commerce de gros de sucre, chocolat et confiserie
4;46.37;Commerce de gros de café, thé, cacao et épices
4;46.38;Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques
4;46.39;Commerce de gros non spécialisé de denrées, boissons et tabac
4;46.41;Commerce de gros de textiles
4;46.42;Commerce de gros d'habillement et de chaussures
4;46.43;Commerce de gros d'appareils électroménagers
4;46.44;Commerce de gros de vaisselle, verrerie et produits d'entretien
4;46.45;Commerce de gros de parfumerie et de produits de beauté
4;46.46;Commerce de gros de produits pharmaceutiques
4;46.47;Commerce de gros de meubles, de tapis et d'appareils d'éclairage
4;46.48;Commerce de gros d'articles d'horlogerie et de bijouterie
4;46.49;Commerce de gros d'autres biens domestiques
4;46.51;Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels
4;46.52;Commerce de gros de composants et d'équipements électroniques et de télécommunication
4;46.61;Commerce de gros de matériel agricole
4;46.62;Commerce de gros de machines-outils
4;46.63;Commerce de gros de machines pour l'extraction, la construction et le génie civil
4;46.64;Commerce de gros de machines pour l'industrie textile et l'habillement
4;46.65;Commerce de gros de mobilier de bureau
4;46.66;Commerce de gros d'autres machines et équipements de bureau
4;46.69;Commerce de gros d'autres machines et équipements
4;46.71;Commerce de gros de combustibles et de produits annexes
4;46.72;Commerce de gros de minerais et métaux
4;46.73;Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires
4;46.74;Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage
4;46.75;Commerce de gros de produits chimiques
4;46.76;Commerce de gros d'autres produits intermédiaires
4;46.77;Commerce de gros de déchets et débris
4;46.90;Commerce de gros non spécialisé
4;47.11;Commerce de détail en magasin non spécialisé à prédominance alimentaire
4;47.19;Autre commerce de détail en magasin non spécialisé
4;47.21;Commerce de détail de fruits et légumes en magasin spécialisé
4;47.22;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
4;47.23;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
4;47.24;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
4;47.25;Commerce de détail de boissons en magasin spécialisé
4;47.26;Commerce de détail de produits à base de tabac en magasin spécialisé
4;47.29;Autres commerces de détail alimentaires en magasin spécialisé
4;47.30;Commerce de détail de carburants en magasin spécialisé
4;47.41;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
4;47.42;Commerce de détail de matériels de télécommunication en magasin spécialisé
4;47.43;Commerce de détail de matériels audio/vidéo en magasin spécialisé
4;47.51;Commerce de détail de textiles en magasin spécialisé
4;47.52;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé
4;47.53;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
4;47.54;Commerce de détail d'appareils électroménagers en magasin spécialisé
4;47.59;Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé
4;47.61;Commerce de détail de livres en magasin spécialisé
4;47.62;Commerce de détail de journaux et papeterie en magasin spécialisé
4;47.63;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
4;47.64;Commerce de détail d'articles de sport en magasin spécialisé
4;47.65;Commerce de détail de jeux et jouets en magasin spécialisé
4;47.71;Commerce de détail d'habillement en magasin spécialisé
4;47.72;Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé
4;47.73;Commerce de détail de produits pharmaceutiques en magasin spécialisé
4;47.74;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
4;47.75;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
4;47.76;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
4;47.77;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
4;47.78;Autre commerce de détail de biens neufs en magasin spécialisé
4;47.79;Commerce de détail de biens d'occasion en magasin
4;47.81;Commerce de détail alimentaire sur éventaires et marchés
4;47.82;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
4;47.89;Autres commerces de détail sur éventaires et marchés
4;47.91;Vente à distance
4;47.99;Autres commerces de détail hors magasin, éventaires ou marchés
4;49.10;Transport ferroviaire interurbain de voyageurs
4;49.20;Transports ferroviaires de fret
4;49.31;Transports urbains et suburbains de voyageurs
4;49.32;Transports de voyageurs par taxis
4;49.39;Autres transports terrestres de voyageurs n.c.a.
4;49.41;Transports routiers de fret
4;49.42;Services de déménagement
4;49.50;Transports par conduites
4;50.10;Transports maritimes et côtiers de passagers
4;50.20;Transports maritimes et côtiers de fret
4;50.30;Transports fluviaux de passagers
4;50.40;Transports fluviaux de fret
4;51.10;Transports aériens de passagers
4;51.21;Transports aériens de fret
4;51.22;Transports spatiaux
4;52.10;Entreposage et stockage
4;52.21;Services auxiliaires des transports terrestres
4;52.22;Services auxiliaires des transports par eau
4;52.23;Services auxiliaires des transports aériens
4;52.24;Manutention
4;52.29;Autres services auxiliaires des transports
4;53.10;Activités de poste dans le cadre d'une obligation de service universel
4;53.20;Autres activités de poste et de courrier
4;55.10;Hôtels et hébergement similaire
4;55.20;Hébergement touristique et autre hébergement de courte durée
4;55.30;Terrains de camping et parcs pour caravanes ou véhicules de loisirs
4;55.90;Autres hébergements
4;56.10;Restaurants et services de restauration mobile
4;56.21;Services des traiteurs
4;56.29;Autres services de restauration
4;56.30;Débits de boissons
4;58.11;Édition de livres
4;58.12;Édition de répertoires et de fichiers d'adresses
4;58.13;Édition de journaux
4;58.14;Édition de revues et périodiques
4;58.19;Autres activités d'édition
4;58.21;Édition de jeux électroniques
4;58.29;Édition d'autres logiciels
4;59.11;Production de films cinématographiques, de vidéo et de programmes de télévision
4;59.12;Post-production de films cinématographiques, de vidéo et de programmes de télévision
4;59.13;Distribution de films cinématographiques, de vidéo et de programmes de télévision
4;59.14;Projection de films cinématographiques
4;59.20;Enregistrement sonore et édition musicale
4;60.10;Édition et diffusion de programmes radio
4;60.20;Programmation de télévision et télédiffusion
4;61.10;Télécommunications filaires
4;61.20;Télécommunications sans fil
4;61.30;Télécommunications par satellite
4;61.90;Autres activités de télécommunication
4;62.01;Programmation informatique
4;62.02;Conseil informatique
4;62.03;Gestion d'installations informatiques
4;62.09;Autres activités informatiques
4;63.11;Traitement de données, hébergement et activités connexes
4;63.12;Portails Internet
4;63.91;Activités des agences de presse
4;63.99;Autres services d'information n.c.a.
4;64.11;Activités de banque centrale
4;64.19;Autres intermédiations monétaires
4;64.20;Activités des sociétés holding
4;64.30;Fonds de placement et entités financières similaires
4;64.91;Crédit-bail
4;64.92;Autre distribution de crédit
4;64.99;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
4;65.11;Assurance vie
4;65.12;Autres assurances
4;65.20;Réassurance
4;65.30;Caisses de retraite
4;66.11;Administration de marchés financiers
4;66.12;Courtage de valeurs mobilières et de marchandises
4;66.19;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite
4;66.21;Évaluation des risques et dommages
4;66.22;Activités des agents et courtiers d'assurances
4;66.29;Autres activités auxiliaires d'assurance et de caisses de retraite
4;66.30;Gestion de fonds
4;68.10;Activités des marchands de biens immobiliers
4;68.20;Location et exploitation de biens immobiliers propres ou loués
4;68.31;Agences immobilières
4;68.32;Administration de biens immobiliers
4;69.10;Activités juridiques
4;69.20;Activités comptables
4;70.10;Activités des sièges sociaux
4;70.21;Conseil en relations publiques et communication
4;70.22;Conseil pour les affaires et autres conseils de gestion
4;71.11;Activités d'architecture
4;71.12;Activités d'ingénierie
4;71.20;Activités de contrôle et analyses techniques
4;72.11;Recherche-développement en biotechnologie
4;72.19;Recherche-développement en autres sciences physiques et naturelles
4;72.20;Recherche-développement en sciences humaines et sociales
4;73.11;Activités des agences de publicité
4;73.12;Régie publicitaire de médias
4;73.20;Études de marché et sondages
4;74.10;Activités spécialisées de design
4;74.20;Activités photographiques
4;74.30;Traduction et interprétation
4;74.90;Autres activités spécialisées, scientifiques et techniques n.c.a.
4;75.00;Activités vétérinaires
4;77.11;Location et location-bail de voitures et de véhicules automobiles légers
4;77.12;Location et location-bail de camions
4;77.21;Location et location-bail d'articles de loisirs et de sport
4;77.22;Location de vidéocassettes et disques vidéo
4;77.29;Location et location-bail d'autres biens personnels et domestiques
4;77.31;Location et location-bail de machines et équipements agricoles
4;77.32;Location et location-bail de machines et équipements pour la construction
4;77.33;Location et location-bail de machines de bureau et de matériel informatique
4;77.34;Location et location-bail de matériels de transport par eau
4;77.35;Location et location-bail de matériels de transport aérien
4;77.39;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
4;77.40;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
4;78.10;Activités des agences de placement de main-d'œuvre
4;78.20;Activités des agences de travail temporaire
4;78.30;Autre mise à disposition de ressources humaines
4;79.11;Activités des agences de voyage
4;79.12;Activités des voyagistes
4;79.90;Autres services de réservation et activités connexes
4;80.10;Activités de sécurité privée
4;80.20;Activités liées aux systèmes de sécurité
4;80.30;Activités d'enquête
4;81.10;Activités combinées de soutien lié aux bâtiments
4;81.21;Nettoyage courant des bâtiments
4;81.22;Autres activités de nettoyage des bâtiments et nettoyage industriel
4;81.29;Autres activités de nettoyage
4;81.30;Services d'aménagement paysager
4;82.11;Services administratifs combinés de bureau
4;82.19;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
4;82.20;Activités de centres d'appels
4;82.30;Organisation de salons professionnels et congrès
4;82.91;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
4;82.92;Activités de conditionnement
4;82.99;Autres activités de soutien aux entreprises n.c.a.
4;84.11;Administration publique générale
4;84.12;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
4;84.13;Administration publique (tutelle) des activités économiques
4;84.21;Affaires étrangères
4;84.22;Défense
4;84.23;Justice
4;84.24;Activités d'ordre public et de sécurité
4;84.25;Services du feu et de secours
4;84.30;Sécurité sociale obligatoire
4;85.10;Enseignement pré-primaire
4;85.20;Enseignement primaire
4;85.31;Enseignement secondaire général
4;85.32;Enseignement secondaire technique ou professionnel
4;85.41;Enseignement post-secondaire non supérieur
4;85.42;Enseignement supérieur
4;85.51;Enseignement de disciplines sportives et d'activités de loisirs
4;85.52;Enseignement culturel
4;85.53;Enseignement de la conduite
4;85.59;Enseignements divers
4;85.60;Activités de soutien à l'enseignement
4;86.10;Activités hospitalières
4;86.21;Activité des médecins généralistes
4;86.22;Activité des médecins spécialistes
4;86.23;Pratique dentaire
4;86.90;Autres activités pour la santé humaine
4;87.10;Hébergement médicalisé
4;87.20;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes
4;87.30;Hébergement social pour personnes âgées ou handicapées physiques
4;87.90;Autres activités d'hébergement social
4;88.10;Action sociale sans hébergement pour personnes âgées et pour personnes handicapées
4;88.91;Action sociale sans hébergement pour jeunes enfants
4;88.99;Autre action sociale sans hébergement n.c.a.
4;90.01;Arts du spectacle vivant
4;90.02;Activités de soutien au spectacle vivant
4;90.03;Création artistique
4;90.04;Gestion de salles de spectacles
4;91.01;Gestion des bibliothèques et des archives
4;91.02;Gestion des musées
4;91.03;Gestion des sites et monuments historiques et des attractions touristiques similaires
4;91.04;Gestion des jardins botaniques et zoologiques et des réserves naturelles
4;92.00;Organisation de jeux de hasard et d'argent
4;93.11;Gestion d'installations sportives
4;93.12;Activités de clubs de sports
4;93.13;Activités des centres de culture physique
4;93.19;Autres activités liées au sport
4;93.21;Activités des parcs d'attractions et parcs à thèmes
4;93.29;Autres activités récréatives et de loisirs
4;94.11;Activités des organisations patronales et consulaires
4;94.12;Activités des organisations professionnelles
4;94.20;Activités des syndicats de salariés
4;94.91;Activités des organisations religieuses
4;94.92;Activités des organisations politiques
4;94.99;Activités des organisations associatives n.c.a.
4;95.11;Réparation d'ordinateurs et d'équipements périphériques
4;95.12;Réparation d'équipements de communication
4;95.21;Réparation de produits électroniques grand public
4;95.22;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
4;95.23;Réparation de chaussures et d'articles en cuir
4;95.24;Réparation de meubles et d'équipements du foyer
4;95.25;Réparation d'articles d'horlogerie et de bijouterie
4;95.29;Réparation d'autres biens personnels et domestiques
4;96.01;Blanchisserie-teinturerie
4;96.02;Coiffure et soins de beauté
4;96.03;Services funéraires
4;96.04;Entretien corporel
4;96.09;Autres services personnels n.c.a.
4;97.00;Activités des ménages en tant qu'employeurs de personnel domestique
4;98.10;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
4;98.20;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
4;99.00;Activités des organisations et organismes extraterritoriaux
5;01.11Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses
5;01.12Z;Culture du riz
5;01.13Z;Culture de légumes, de melons, de racines et de tubercules
5;01.14Z;Culture de la canne à sucre
5;01.15Z;Culture du tabac
5;01.16Z;Culture de plantes à fibres
5;01.19Z;Autres cultures non permanentes
5;01.21Z;Culture de la vigne
5;01.22Z;Culture de fruits tropicaux et subtropicaux
5;01.23Z;Culture d'agrumes
5;01.24Z;Culture de fruits à pépins et à noyau
5;01.25Z;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque
5;01.26Z;Culture de fruits oléagineux
5;01.27Z;Culture de plantes à boissons
5;01.28Z;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques
5;01.29Z;Autres cultures permanentes
5;01.30Z;Reproduction de plantes
5;01.41Z;Élevage de vaches laitières
5;01.42Z;Élevage d'autres bovins et de buffles
5;01.43Z;Élevage de chevaux et d'autres équidés
5;01.44Z;Élevage de chameaux et d'autres camélidés
5;01.45Z;Élevage d'ovins et de caprins
5;01.46Z;Élevage de porcins
5;01.47Z;Élevage de volailles
5;01.49Z;Élevage d'autres animaux
5;01.50Z;Culture et élevage associés
5;01.61Z;Activités de soutien aux cultures
5;01.62Z;Activités de soutien à la production animale
5;01.63Z;Traitement primaire des récoltes
5;01.64Z;Traitement des semences
5;01.70Z;Chasse, piégeage et services annexes
5;02.10Z;Sylviculture et autres activités forestières
5;02.20Z;Exploitation forestière
5;02.30Z;Récolte de produits forestiers non ligneux poussant à l'état sauvage
5;02.40Z;Services de soutien à l'exploitation forestière
5;03.11Z;Pêche en mer
5;03.12Z;Pêche en eau douce
5;03.21Z;Aquaculture en mer
5;03.22Z;Aquaculture en eau douce
5;05.10Z;Extraction de houille
5;05.20Z;Extraction de lignite
5;06.10Z;Extraction de pétrole brut
5;06.20Z;Extraction de gaz naturel
5;07.10Z;Extraction de minerais de fer
5;07.21Z;Extraction de minerais d'uranium et de thorium
5;07.29Z;Extraction d'autres minerais de métaux non ferreux
5;08.11Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise
5;08.12Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin
5;08.91Z;Extraction des minéraux chimiques et d'engrais minéraux
5;08.92Z;Extraction de tourbe
5;08.93Z;Production de sel
5;08.99Z;Autres activités extractives n.c.a.
5;09.10Z;Activités de soutien à l'extraction d'hydrocarbures
5;09.90Z;Activités de soutien aux autres industries extractives
5;10.11Z;Transformation et conservation de la viande de boucherie
5;10.12Z;Transformation et conservation de la viande de volaille
5;10.13A;Préparation industrielle de produits à base de viande
5;10.13B;Charcuterie
5;10.20Z;Transformation et conservation de poisson, de crustacés et de mollusques
5;10.31Z;Transformation et conservation de pommes de terre
5;10.32Z;Préparation de jus de fruits et légumes
5;10.39A;Autre transformation et conservation de légumes
5;10.39B;Transformation et conservation de fruits
5;10.41A;Fabrication d'huiles et graisses brutes
5;10.41B;Fabrication d'huiles et graisses raffinées
5;10.42Z;Fabrication de margarine et graisses comestibles similaires
5;10.51A;Fabrication de lait liquide et de produits frais
5;10.51B;Fabrication de beurre
5;10.51C;Fabrication de fromage
5;10.51D;Fabrication d'autres produits laitiers
5;10.52Z;Fabrication de glaces et sorbets
5;10.61A;Meunerie
5;10.61B;Autres activités du travail des grains
5;10.62Z;Fabrication de produits amylacés
5;10.71A;Fabrication industrielle de pain et de pâtisserie fraîche
5;10.71B;Cuisson de produits de boulangerie
5;10.71C;Boulangerie et boulangerie-pâtisserie
5;10.71D;Pâtisserie
5;10.72Z;Fabrication de biscuits, biscottes et pâtisseries de conservation
5;10.73Z;Fabrication de pâtes alimentaires
5;10.81Z;Fabrication de sucre
5;10.82Z;Fabrication de cacao, chocolat et de produits de confiserie
5;10.83Z;Transformation du thé et du café
5;10.84Z;Fabrication de condiments et assaisonnements
5;10.85Z;Fabrication de plats préparés
5;10.86Z;Fabrication d'aliments homogénéisés et diététiques
5;10.89Z;Fabrication d'autres produits alimentaires n.c.a.
5;10.91Z;Fabrication d'aliments pour animaux de ferme
5;10.92Z;Fabrication d'aliments pour animaux de compagnie
5;11.01Z;Production de boissons alcooliques distillées
5;11.02A;Fabrication de vins effervescents
5;11.02B;Vinification
5;11.03Z;Fabrication de cidre et de vins de fruits
5;11.04Z;Production d'autres boissons fermentées non distillées
5;11.05Z;Fabrication de bière
5;11.06Z;Fabrication de malt
5;11.07A;Industrie des eaux de table
5;11.07B;Production de boissons rafraîchissantes
5;12.00Z;Fabrication de produits à base de tabac
5;13.10Z;Préparation de fibres textiles et filature
5;13.20Z;Tissage
5;13.30Z;Ennoblissement textile
5;13.91Z;Fabrication d'étoffes à mailles
5;13.92Z;Fabrication d'articles textiles, sauf habillement
5;13.93Z;Fabrication de tapis et moquettes
5;13.94Z;Fabrication de ficelles, cordes et filets
5;13.95Z;Fabrication de non-tissés, sauf habillement
5;13.96Z;Fabrication d'autres textiles techniques et industriels
5;13.99Z;Fabrication d'autres textiles n.c.a.
5;14.11Z;Fabrication de vêtements en cuir
5;14.12Z;Fabrication de vêtements de travail
5;14.13Z;Fabrication de vêtements de dessus
5;14.14Z;Fabrication de vêtements de dessous
5;14.19Z;Fabrication d'autres vêtements et accessoires
5;14.20Z;Fabrication d'articles en fourrure
5;14.31Z;Fabrication d'articles chaussants à mailles
5;14.39Z;Fabrication d'autres articles à mailles
5;15.11Z;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures"
5;15.12Z;Fabrication d'articles de voyage, de maroquinerie et de sellerie
5;15.20Z;Fabrication de chaussures
5;16.10A;Sciage et rabotage du bois, hors imprégnation
5;16.10B;Imprégnation du bois
5;16.21Z;Fabrication de placage et de panneaux de bois
5;16.22Z;Fabrication de parquets assemblés
5;16.23Z;Fabrication de charpentes et d'autres menuiseries
5;16.24Z;Fabrication d'emballages en bois
5;16.29Z;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie"
5;17.11Z;Fabrication de pâte à papier
5;17.12Z;Fabrication de papier et de carton
5;17.21A;Fabrication de carton ondulé
5;17.21B;Fabrication de cartonnages
5;17.21C;Fabrication d'emballages en papier
5;17.22Z;Fabrication d'articles en papier à usage sanitaire ou domestique
5;17.23Z;Fabrication d'articles de papeterie
5;17.24Z;Fabrication de papiers peints
5;17.29Z;Fabrication d'autres articles en papier ou en carton
5;18.11Z;Imprimerie de journaux
5;18.12Z;Autre imprimerie (labeur)
5;18.13Z;Activités de pré-presse
5;18.14Z;Reliure et activités connexes
5;18.20Z;Reproduction d'enregistrements
5;19.10Z;Cokéfaction
5;19.20Z;Raffinage du pétrole
5;20.11Z;Fabrication de gaz industriels
5;20.12Z;Fabrication de colorants et de pigments
5;20.13A;Enrichissement et retraitement de matières nucléaires
5;20.13B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.
5;20.14Z;Fabrication d'autres produits chimiques organiques de base
5;20.15Z;Fabrication de produits azotés et d'engrais
5;20.16Z;Fabrication de matières plastiques de base
5;20.17Z;Fabrication de caoutchouc synthétique
5;20.20Z;Fabrication de pesticides et d'autres produits agrochimiques
5;20.30Z;Fabrication de peintures, vernis, encres et mastics
5;20.41Z;Fabrication de savons, détergents et produits d'entretien
5;20.42Z;Fabrication de parfums et de produits pour la toilette
5;20.51Z;Fabrication de produits explosifs
5;20.52Z;Fabrication de colles
5;20.53Z;Fabrication d'huiles essentielles
5;20.59Z;Fabrication d'autres produits chimiques n.c.a.
5;20.60Z;Fabrication de fibres artificielles ou synthétiques
5;21.10Z;Fabrication de produits pharmaceutiques de base
5;21.20Z;Fabrication de préparations pharmaceutiques
5;22.11Z;Fabrication et rechapage de pneumatiques
5;22.19Z;Fabrication d'autres articles en caoutchouc
5;22.21Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques
5;22.22Z;Fabrication d'emballages en matières plastiques
5;22.23Z;Fabrication d'éléments en matières plastiques pour la construction
5;22.29A;Fabrication de pièces techniques à base de matières plastiques
5;22.29B;Fabrication de produits de consommation courante en matières plastiques
5;23.11Z;Fabrication de verre plat
5;23.12Z;Façonnage et transformation du verre plat
5;23.13Z;Fabrication de verre creux
5;23.14Z;Fabrication de fibres de verre
5;23.19Z;Fabrication et façonnage d'autres articles en verre, y compris verre technique
5;23.20Z;Fabrication de produits réfractaires
5;23.31Z;Fabrication de carreaux en céramique
5;23.32Z;Fabrication de briques, tuiles et produits de construction, en terre cuite
5;23.41Z;Fabrication d'articles céramiques à usage domestique ou ornemental
5;23.42Z;Fabrication d'appareils sanitaires en céramique
5;23.43Z;Fabrication d'isolateurs et pièces isolantes en céramique
5;23.44Z;Fabrication d'autres produits céramiques à usage technique
5;23.49Z;Fabrication d'autres produits céramiques
5;23.51Z;Fabrication de ciment
5;23.52Z;Fabrication de chaux et plâtre
5;23.61Z;Fabrication d'éléments en béton pour la construction
5;23.62Z;Fabrication d'éléments en plâtre pour la construction
5;23.63Z;Fabrication de béton prêt à l'emploi
5;23.64Z;Fabrication de mortiers et bétons secs
5;23.65Z;Fabrication d'ouvrages en fibre-ciment
5;23.69Z;Fabrication d'autres ouvrages en béton, en ciment ou en plâtre
5;23.70Z;Taille, façonnage et finissage de pierres
5;23.91Z;Fabrication de produits abrasifs
5;23.99Z;Fabrication d'autres produits minéraux non métalliques n.c.a.
5;24.10Z;Sidérurgie
5;24.20Z;Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier
5;24.31Z;Étirage à froid de barres
5;24.32Z;Laminage à froid de feuillards
5;24.33Z;Profilage à froid par formage ou pliage
5;24.34Z;Tréfilage à froid
5;24.41Z;Production de métaux précieux
5;24.42Z;Métallurgie de l'aluminium
5;24.43Z;Métallurgie du plomb, du zinc ou de l'étain
5;24.44Z;Métallurgie du cuivre
5;24.45Z;Métallurgie des autres métaux non ferreux
5;24.46Z;Élaboration et transformation de matières nucléaires
5;24.51Z;Fonderie de fonte
5;24.52Z;Fonderie d'acier
5;24.53Z;Fonderie de métaux légers
5;24.54Z;Fonderie d'autres métaux non ferreux
5;25.11Z;Fabrication de structures métalliques et de parties de structures
5;25.12Z;Fabrication de portes et fenêtres en métal
5;25.21Z;Fabrication de radiateurs et de chaudières pour le chauffage central
5;25.29Z;Fabrication d'autres réservoirs, citernes et conteneurs métalliques
5;25.30Z;Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central
5;25.40Z;Fabrication d'armes et de munitions
5;25.50A;"Forge, estampage, matriçage ; métallurgie des poudres"
5;25.50B;Découpage, emboutissage
5;25.61Z;Traitement et revêtement des métaux
5;25.62A;Décolletage
